tiff_file,category,ground_truth
Dataset/ThermEval-D/Thermal_97,Forehead,33.51913580246914
Dataset/ThermEval-D/Thermal_97,Nose,34.1
Dataset/ThermEval-D/Thermal_79,Chest,29.230059800664453
Dataset/ThermEval-D/Thermal_79,Nose,31.926153846153845
Dataset/ThermEval-D/Thermal_79,Forehead,32.96772983114447
Dataset/ThermEval-D/Thermal_222,Chest,29.541071428571424
Dataset/ThermEval-D/Thermal_222,Forehead,34.06153846153846
Dataset/ThermEval-D/Thermal_73,Chest,29.861200807265387
Dataset/ThermEval-D/Thermal_73,Nose,28.155357142857145
Dataset/ThermEval-D/Thermal_73,Forehead,32.491503267973854
Dataset/ThermEval-D/Thermal_209,Chest,30.19863496257156
Dataset/ThermEval-D/Thermal_209,Forehead,32.77368421052631
Dataset/ThermEval-D/Thermal_60,Nose,27.83939393939394
Dataset/ThermEval-D/Thermal_60,Forehead,32.03178294573644
Dataset/ThermEval-D/Thermal_60,Chest,27.87238095238095
Dataset/ThermEval-D/Thermal_106,Chest,30.86449064449064
Dataset/ThermEval-D/Thermal_106,Forehead,32.27030303030303
Dataset/ThermEval-D/Thermal_106,Nose,33.54565217391304
Dataset/ThermEval-D/Thermal_65,Chest,28.545873648264084
Dataset/ThermEval-D/Thermal_65,Nose,32.03991031390134
Dataset/ThermEval-D/Thermal_65,Forehead,33.43888070692194
Dataset/ThermEval-D/Thermal_52,Nose,30.677976190476187
Dataset/ThermEval-D/Thermal_52,Forehead,32.99603960396039
Dataset/ThermEval-D/Thermal_52,Chest,28.489314885814306
Dataset/ThermEval-D/Thermal_11,Forehead,29.9
Dataset/ThermEval-D/Thermal_11,Nose,27.1359375
Dataset/ThermEval-D/Thermal_167,Chest,31.4312661498708
Dataset/ThermEval-D/Thermal_167,Forehead,32.60476190476191
Dataset/ThermEval-D/Thermal_238,Chest,32.94840954274354
Dataset/ThermEval-D/Thermal_238,Forehead,34.52448979591837
Dataset/ThermEval-D/Thermal_238,Nose,34.12
Dataset/ThermEval-D/Thermal_40,Chest,32.12090341182124
Dataset/ThermEval-D/Thermal_40,Forehead,32.82467866323907
Dataset/ThermEval-D/Thermal_40,Nose,33.754285714285714
Dataset/ThermEval-D/Thermal_126,Chest,34.4337807606264
Dataset/ThermEval-D/Thermal_126,Forehead,34.32720970537262
Dataset/ThermEval-D/Thermal_126,Nose,35.55161290322581
Dataset/ThermEval-D/Thermal_108,Chest,30.87868245743893
Dataset/ThermEval-D/Thermal_108,Forehead,32.5265690376569
Dataset/ThermEval-D/Thermal_108,Nose,33.611612903225804
Dataset/ThermEval-D/Thermal_171,Chest,30.880908248378127
Dataset/ThermEval-D/Thermal_171,Forehead,32.310204081632655
Dataset/ThermEval-D/Thermal_74,Forehead,32.37191574724172
Dataset/ThermEval-D/Thermal_74,Nose,28.527065527065528
Dataset/ThermEval-D/Thermal_74,Chest,30.040062992125986
Dataset/ThermEval-D/Thermal_163,Nose,33.00487804878049
Dataset/ThermEval-D/Thermal_89,Chest,33.795575620767494
Dataset/ThermEval-D/Thermal_89,Nose,35.6
Dataset/ThermEval-D/Thermal_89,Forehead,35.38121212121212
Dataset/ThermEval-D/Thermal_45,Chest,32.80785937787594
Dataset/ThermEval-D/Thermal_45,Forehead,32.49819413092551
Dataset/ThermEval-D/Thermal_45,Nose,32.73838862559242
Dataset/ThermEval-D/Thermal_98,Nose,36.574
Dataset/ThermEval-D/Thermal_98,Chest,34.5472594951103
Dataset/ThermEval-D/Thermal_98,Forehead,36.22402912621359
Dataset/ThermEval-D/Thermal_212,Nose,32.24647887323944
Dataset/ThermEval-D/Thermal_212,Forehead,32.8531914893617
Dataset/ThermEval-D/Thermal_212,Chest,29.95908040071924
Dataset/ThermEval-D/Thermal_62,Forehead,33.253043478260864
Dataset/ThermEval-D/Thermal_62,Nose,27.71328125
Dataset/ThermEval-D/Thermal_62,Chest,28.27330286101236
Dataset/ThermEval-D/Thermal_142,Chest,31.30525349008082
Dataset/ThermEval-D/Thermal_142,Forehead,33.92682445759368
Dataset/ThermEval-D/Thermal_142,Nose,35.28838383838383
Dataset/ThermEval-D/Thermal_38,Forehead,33.2803664921466
Dataset/ThermEval-D/Thermal_38,Chest,32.70447272727273
Dataset/ThermEval-D/Thermal_38,Nose,34.29369369369369
Dataset/ThermEval-D/Thermal_116,Forehead,31.115384615384617
Dataset/ThermEval-D/Thermal_116,Nose,32.715384615384615
Dataset/ThermEval-D/Thermal_217,Chest,26.60440476190476
Dataset/ThermEval-D/Thermal_217,Forehead,28.310847457627123
Dataset/ThermEval-D/Thermal_4,Forehead,32.44711111111111
Dataset/ThermEval-D/Thermal_4,Nose,32.770724637681155
Dataset/ThermEval-D/Thermal_43,Chest,33.87667427701674
Dataset/ThermEval-D/Thermal_43,Forehead,32.6445205479452
Dataset/ThermEval-D/Thermal_43,Nose,33.910909090909094
Dataset/ThermEval-D/Thermal_194,Chest,29.2546045503792
Dataset/ThermEval-D/Thermal_194,Forehead,28.082608695652173
Dataset/ThermEval-D/Thermal_53,Chest,25.61030927835052
Dataset/ThermEval-D/Thermal_53,Nose,28.84642857142857
Dataset/ThermEval-D/Thermal_53,Forehead,29.726373626373626
Dataset/ThermEval-D/Thermal_15,Nose,28.266666666666666
Dataset/ThermEval-D/Thermal_15,Forehead,32.094451294697905
Dataset/ThermEval-D/Thermal_82,Forehead,33.316157205240174
Dataset/ThermEval-D/Thermal_82,Nose,32.559285714285714
Dataset/ThermEval-D/Thermal_82,Chest,28.783390907834736
Dataset/ThermEval-D/Thermal_200,Chest,31.85708053691276
Dataset/ThermEval-D/Thermal_207,Chest,33.993757043047104
Dataset/ThermEval-D/Thermal_207,Forehead,34.021880199667216
Dataset/ThermEval-D/Thermal_207,Nose,34.10857142857142
Dataset/ThermEval-D/Thermal_109,Chest,30.991533948030177
Dataset/ThermEval-D/Thermal_109,Forehead,31.925
Dataset/ThermEval-D/Thermal_109,Nose,33.87105263157895
Dataset/ThermEval-D/Thermal_127,Nose,36.24709090909092
Dataset/ThermEval-D/Thermal_127,Forehead,35.11745313510019
Dataset/ThermEval-D/Thermal_127,Chest,34.86423211169284
Dataset/ThermEval-D/Thermal_164,Forehead,33.17278911564625
Dataset/ThermEval-D/Thermal_164,Nose,33.27377049180328
Dataset/ThermEval-D/Thermal_77,Chest,29.968442220914262
Dataset/ThermEval-D/Thermal_77,Nose,29.0152709359606
Dataset/ThermEval-D/Thermal_77,Forehead,32.371875
Dataset/ThermEval-D/Thermal_67,Chest,28.64518555667001
Dataset/ThermEval-D/Thermal_67,Forehead,33.07575757575758
Dataset/ThermEval-D/Thermal_67,Nose,32.76744186046512
Dataset/ThermEval-D/Thermal_76,Nose,28.9498812351544
Dataset/ThermEval-D/Thermal_76,Forehead,32.73776223776223
Dataset/ThermEval-D/Thermal_147,Chest,32.31222735233243
Dataset/ThermEval-D/Thermal_147,Forehead,32.95890625
Dataset/ThermEval-D/Thermal_147,Nose,34.877209302325575
Dataset/ThermEval-D/Thermal_161,Chest,31.71145360155743
Dataset/ThermEval-D/Thermal_161,Forehead,33.309999999999995
Dataset/ThermEval-D/Thermal_161,Nose,35.09040404040404
Dataset/ThermEval-D/Thermal_132,Chest,31.549693251533743
Dataset/ThermEval-D/Thermal_132,Forehead,32.63163265306122
Dataset/ThermEval-D/Thermal_132,Nose,33.15
Dataset/ThermEval-D/Thermal_50,Chest,27.829868421052627
Dataset/ThermEval-D/Thermal_50,Nose,30.411111111111115
Dataset/ThermEval-D/Thermal_50,Forehead,32.616170212765965
Dataset/ThermEval-D/Thermal_113,Chest,30.373549222797926
Dataset/ThermEval-D/Thermal_113,Forehead,32.78311688311688
Dataset/ThermEval-D/Thermal_113,Nose,33.01714285714286
Dataset/ThermEval-D/Thermal_187,Chest,31.49529010238908
Dataset/ThermEval-D/Thermal_187,Forehead,31.663291139240496
Dataset/ThermEval-D/Thermal_187,Forehead,32.56296296296296
Dataset/ThermEval-D/Thermal_28,Chest,31.348520710059173
Dataset/ThermEval-D/Thermal_28,Nose,31.39782608695652
Dataset/ThermEval-D/Thermal_28,Forehead,32.96179245283019
Dataset/ThermEval-D/Thermal_81,Forehead,31.77761194029852
Dataset/ThermEval-D/Thermal_193,Chest,29.359246575342464
Dataset/ThermEval-D/Thermal_27,Chest,31.753277092796885
Dataset/ThermEval-D/Thermal_27,Nose,31.60666666666667
Dataset/ThermEval-D/Thermal_149,Chest,31.75209391974768
Dataset/ThermEval-D/Thermal_149,Forehead,33.08523489932885
Dataset/ThermEval-D/Thermal_149,Nose,34.070198675496684
Dataset/ThermEval-D/Thermal_179,Chest,32.75780630105018
Dataset/ThermEval-D/Thermal_179,Forehead,32.58181818181818
Dataset/ThermEval-D/Thermal_179,Nose,34.25476190476191
Dataset/ThermEval-D/Thermal_191,Chest,31.338564273789647
Dataset/ThermEval-D/Thermal_196,Chest,32.21265923566879
Dataset/ThermEval-D/Thermal_196,Forehead,31.22631578947368
Dataset/ThermEval-D/Thermal_59,Nose,27.559375
Dataset/ThermEval-D/Thermal_59,Chest,27.90106382978724
Dataset/ThermEval-D/Thermal_59,Forehead,32.16875
Dataset/ThermEval-D/Thermal_136,Chest,32.571202724066644
Dataset/ThermEval-D/Thermal_136,Forehead,33.19675675675676
Dataset/ThermEval-D/Thermal_136,Nose,33.9802371541502
Dataset/ThermEval-D/Thermal_78,Forehead,33.4479018721756
Dataset/ThermEval-D/Thermal_78,Nose,31.66444805194805
Dataset/ThermEval-D/Thermal_168,Chest,30.91660735468564
Dataset/ThermEval-D/Thermal_168,Nose,31.433333333333334
Dataset/ThermEval-D/Thermal_168,Forehead,31.3873786407767
Dataset/ThermEval-D/Thermal_195,Chest,32.083933274802455
Dataset/ThermEval-D/Thermal_195,Forehead,31.596610169491527
Dataset/ThermEval-D/Thermal_13,Chest,24.137878787878783
Dataset/ThermEval-D/Thermal_13,Forehead,26.740540540540543
Dataset/ThermEval-D/Thermal_13,Nose,25.10909090909091
Dataset/ThermEval-D/Thermal_114,Chest,30.48992178484421
Dataset/ThermEval-D/Thermal_114,Forehead,32.76826923076923
Dataset/ThermEval-D/Thermal_114,Nose,33.64724409448819
Dataset/ThermEval-D/Thermal_210,Chest,30.14013169002195
Dataset/ThermEval-D/Thermal_210,Forehead,32.92070063694268
Dataset/ThermEval-D/Thermal_210,Nose,33.60420168067226
Dataset/ThermEval-D/Thermal_54,Chest,25.44028673835125
Dataset/ThermEval-D/Thermal_54,Forehead,32.17333333333333
Dataset/ThermEval-D/Thermal_54,Nose,27.313636363636363
Dataset/ThermEval-D/Thermal_20,Forehead,31.882089552238806
Dataset/ThermEval-D/Thermal_20,Nose,30.30263157894737
Dataset/ThermEval-D/Thermal_39,Chest,33.95889168765743
Dataset/ThermEval-D/Thermal_39,Forehead,35.217032967032964
Dataset/ThermEval-D/Thermal_39,Nose,35.83095238095238
Dataset/ThermEval-D/Thermal_107,Chest,30.816072325464592
Dataset/ThermEval-D/Thermal_107,Nose,33.556179775280896
Dataset/ThermEval-D/Thermal_107,Forehead,32.493536121673
Dataset/ThermEval-D/Thermal_145,Chest,32.40043183220234
Dataset/ThermEval-D/Thermal_145,Forehead,33.517599999999995
Dataset/ThermEval-D/Thermal_145,Nose,34.76458333333333
Dataset/ThermEval-D/Thermal_51,Nose,30.117391304347827
Dataset/ThermEval-D/Thermal_51,Forehead,32.26917808219178
Dataset/ThermEval-D/Thermal_51,Chest,28.077658486707563
Dataset/ThermEval-D/Thermal_125,Chest,34.676933274414495
Dataset/ThermEval-D/Thermal_125,Forehead,34.864705882352936
Dataset/ThermEval-D/Thermal_124,Chest,33.86824686940966
Dataset/ThermEval-D/Thermal_124,Forehead,32.74870466321243
Dataset/ThermEval-D/Thermal_124,Nose,33.57717391304348
Dataset/ThermEval-D/Thermal_111,Chest,31.03566384180791
Dataset/ThermEval-D/Thermal_111,Forehead,32.40071428571429
Dataset/ThermEval-D/Thermal_111,Nose,33.96914893617021
Dataset/ThermEval-D/Thermal_211,Chest,30.03455850927429
Dataset/ThermEval-D/Thermal_211,Forehead,33.43900621118013
Dataset/ThermEval-D/Thermal_211,Nose,33.88195121951219
Dataset/ThermEval-D/Thermal_110,Forehead,31.9443137254902
Dataset/ThermEval-D/Thermal_110,Nose,33.80800000000001
Dataset/ThermEval-D/Thermal_110,Chest,31.00613185799908
Dataset/ThermEval-D/Thermal_93,Forehead,35.13817567567568
Dataset/ThermEval-D/Thermal_93,Nose,35.82816901408451
Dataset/ThermEval-D/Thermal_190,Chest,31.35298804780876
Dataset/ThermEval-D/Thermal_94,Chest,33.95369891360579
Dataset/ThermEval-D/Thermal_94,Nose,35.66896551724138
Dataset/ThermEval-D/Thermal_94,Forehead,35.919393939393935
Dataset/ThermEval-D/Thermal_88,Chest,35.35570961935871
Dataset/ThermEval-D/Thermal_88,Nose,36.90253164556962
Dataset/ThermEval-D/Thermal_88,Forehead,35.61969949916528
Dataset/ThermEval-D/Thermal_166,Forehead,32.80451612903225
Dataset/ThermEval-D/Thermal_166,Chest,31.2930155210643
Dataset/ThermEval-D/Thermal_152,Nose,33.35079365079365
Dataset/ThermEval-D/Thermal_152,Forehead,33.45242718446601
Dataset/ThermEval-D/Thermal_152,Chest,30.798394711992447
Dataset/ThermEval-D/Thermal_123,Chest,33.7307418699187
Dataset/ThermEval-D/Thermal_123,Forehead,32.7304347826087
Dataset/ThermEval-D/Thermal_123,Nose,33.56136363636364
Dataset/ThermEval-D/Thermal_192,Chest,31.25
Dataset/ThermEval-D/Thermal_71,Forehead,34.99930715935335
Dataset/ThermEval-D/Thermal_71,Nose,34.84425162689804
Dataset/ThermEval-D/Thermal_71,Chest,30.827083982144703
Dataset/ThermEval-D/Thermal_178,Chest,32.691152019002374
Dataset/ThermEval-D/Thermal_178,Nose,34.193939393939395
Dataset/ThermEval-D/Thermal_178,Forehead,32.475280898876406
Dataset/ThermEval-D/Thermal_199,Chest,31.88983050847457
Dataset/ThermEval-D/Thermal_199,Forehead,31.3
Dataset/ThermEval-D/Thermal_165,Nose,34.34615384615385
Dataset/ThermEval-D/Thermal_165,Forehead,32.9
Dataset/ThermEval-D/Thermal_44,Chest,32.95360348807386
Dataset/ThermEval-D/Thermal_44,Nose,32.893846153846155
Dataset/ThermEval-D/Thermal_44,Forehead,32.53024691358024
Dataset/ThermEval-D/Thermal_121,Chest,34.362564432989686
Dataset/ThermEval-D/Thermal_121,Nose,35.36206896551724
Dataset/ThermEval-D/Thermal_121,Forehead,33.482352941176465
Dataset/ThermEval-D/Thermal_68,Chest,28.366412719443524
Dataset/ThermEval-D/Thermal_68,Nose,31.859677419354835
Dataset/ThermEval-D/Thermal_68,Forehead,32.84880952380952
Dataset/ThermEval-D/Thermal_170,Chest,30.78228699551569
Dataset/ThermEval-D/Thermal_170,Forehead,32.178333333333335
Dataset/ThermEval-D/Thermal_184,Nose,33.60272727272727
Dataset/ThermEval-D/Thermal_184,Forehead,33.10718562874251
Dataset/ThermEval-D/Thermal_184,Chest,32.01218244803695
Dataset/ThermEval-D/Thermal_182,Nose,31.676388888888887
Dataset/ThermEval-D/Thermal_182,Forehead,31.14444444444445
Dataset/ThermEval-D/Thermal_101,Chest,34.15498783454988
Dataset/ThermEval-D/Thermal_101,Nose,35.84383561643836
Dataset/ThermEval-D/Thermal_101,Forehead,35.93857404021937
Dataset/ThermEval-D/Thermal_112,Chest,30.64195344129554
Dataset/ThermEval-D/Thermal_112,Forehead,32.231147540983606
Dataset/ThermEval-D/Thermal_112,Nose,33.07948717948718
Dataset/ThermEval-D/Thermal_237,Forehead,33.95252747252747
Dataset/ThermEval-D/Thermal_237,Nose,33.82013888888889
Dataset/ThermEval-D/Thermal_5,Nose,29.61428571428572
Dataset/ThermEval-D/Thermal_5,Forehead,30.44285714285714
Dataset/ThermEval-D/Thermal_91,Chest,33.63548536209553
Dataset/ThermEval-D/Thermal_91,Forehead,36.337267080745335
Dataset/ThermEval-D/Thermal_91,Nose,36.4328431372549
Dataset/ThermEval-D/Thermal_236,Nose,33.77066666666666
Dataset/ThermEval-D/Thermal_236,Forehead,34.085789473684216
Dataset/ThermEval-D/Thermal_236,Chest,32.21823040380047
Dataset/ThermEval-D/Thermal_80,Nose,31.673963133640548
Dataset/ThermEval-D/Thermal_80,Forehead,32.400000000000006
Dataset/ThermEval-D/Thermal_80,Chest,28.86941209883556
Dataset/ThermEval-D/Thermal_156,Chest,33.986000000000004
Dataset/ThermEval-D/Thermal_156,Forehead,34.17849999999999
Dataset/ThermEval-D/Thermal_208,Nose,34.26681034482758
Dataset/ThermEval-D/Thermal_208,Forehead,34.36544901065449
Dataset/ThermEval-D/Thermal_208,Chest,34.35730265813295
Dataset/ThermEval-D/Thermal_180,Nose,33.8906862745098
Dataset/ThermEval-D/Thermal_180,Forehead,32.02424892703863
Dataset/ThermEval-D/Thermal_180,Chest,32.7178933680104
Dataset/ThermEval-D/Thermal_117,Forehead,32.02075471698113
Dataset/ThermEval-D/Thermal_117,Nose,32.47857142857143
Dataset/ThermEval-D/Thermal_117,Chest,29.48205128205128
Dataset/ThermEval-D/Thermal_118,Chest,29.73294447036864
Dataset/ThermEval-D/Thermal_118,Forehead,32.32113402061856
Dataset/ThermEval-D/Thermal_118,Nose,33.31486486486486
Dataset/ThermEval-D/Thermal_56,Chest,25.97680272108844
Dataset/ThermEval-D/Thermal_56,Nose,27.691566265060235
Dataset/ThermEval-D/Thermal_56,Forehead,31.52107438016529
Dataset/ThermEval-D/Thermal_143,Chest,31.06482758620689
Dataset/ThermEval-D/Thermal_143,Forehead,33.67375415282392
Dataset/ThermEval-D/Thermal_227,Chest,34.003989361702125
Dataset/ThermEval-D/Thermal_100,Nose,34.32857142857143
Dataset/ThermEval-D/Thermal_100,Forehead,35.712574850299404
Dataset/ThermEval-D/Thermal_153,Chest,35.748741983226445
Dataset/ThermEval-D/Thermal_48,Chest,32.96042081673306
Dataset/ThermEval-D/Thermal_48,Forehead,35.99230769230769
Dataset/ThermEval-D/Thermal_48,Forehead,35.292307692307695
Dataset/ThermEval-D/Thermal_48,Nose,35.57338709677419
Dataset/ThermEval-D/Thermal_87,Chest,34.71332946411298
Dataset/ThermEval-D/Thermal_87,Nose,36.30761904761904
Dataset/ThermEval-D/Thermal_87,Forehead,35.31122448979592
