tiff_file,category,left_temperature,right_temperature,ground_truth
Dataset/ThermEval-D/Thermal_85,Chest,29.43810835629017,30.067954545454544,"['right', 'left']"
Dataset/ThermEval-D/Thermal_8,Forehead,31.15419354838709,32.08181818181818,"['right', 'left']"
Dataset/ThermEval-D/Thermal_8,Nose,31.670731707317067,28.548148148148147,"['left', 'right']"
Dataset/ThermEval-D/Thermal_8,Chest,28.03530560982417,28.501317715959,"['right', 'left']"
Dataset/ThermEval-D/Thermal_231,Forehead,33.880451127819555,34.21878172588833,"['right', 'left']"
Dataset/ThermEval-D/Thermal_231,Nose,33.76956521739131,34.0,"['right', 'left']"
Dataset/ThermEval-D/Thermal_151,Forehead,33.629375,32.63821428571429,"['left', 'right']"
Dataset/ThermEval-D/Thermal_42,Forehead,32.95532994923858,33.0497005988024,"['right', 'left']"
Dataset/ThermEval-D/Thermal_42,Nose,33.1955223880597,33.480645161290326,"['right', 'left']"
Dataset/ThermEval-D/Thermal_42,Chest,32.737890295358646,32.152831783601016,"['left', 'right']"
Dataset/ThermEval-D/Thermal_204,Forehead,32.59567307692308,34.411864406779664,"['right', 'left']"
Dataset/ThermEval-D/Thermal_204,Chest,32.46749923850137,34.01066433566433,"['right', 'left']"
Dataset/ThermEval-D/Thermal_84,Forehead,32.99501915708812,31.66677966101696,"['left', 'right']"
Dataset/ThermEval-D/Thermal_84,Nose,29.24814814814815,29.45,"['right', 'left']"
Dataset/ThermEval-D/Thermal_84,Chest,29.48450426789232,29.639086892488955,"['right', 'left']"
Dataset/ThermEval-D/Thermal_230,Forehead,32.62211328976035,34.302540415704385,"['right', 'left']"
Dataset/ThermEval-D/Thermal_230,Nose,34.22577639751553,33.0176,"['left', 'right']"
Dataset/ThermEval-D/Thermal_230,Chest,32.1064526695054,31.52484410077325,"['left', 'right']"
Dataset/ThermEval-D/Thermal_105,Forehead,33.05402298850575,32.23429752066115,"['left', 'right']"
Dataset/ThermEval-D/Thermal_105,Nose,33.78508771929824,34.310843373493974,"['right', 'left']"
Dataset/ThermEval-D/Thermal_105,Chest,31.684572230014027,32.14966645147407,"['right', 'left']"
Dataset/ThermEval-D/Thermal_138,Forehead,33.080487804878054,34.35015479876161,"['right', 'left']"
Dataset/ThermEval-D/Thermal_138,Nose,33.48313253012048,33.039759036144574,"['left', 'right']"
Dataset/ThermEval-D/Thermal_138,Chest,31.188183298441498,31.586656934306564,"['right', 'left']"
Dataset/ThermEval-D/Thermal_33,Forehead,33.103597122302155,32.20842105263157,"['left', 'right']"
Dataset/ThermEval-D/Thermal_33,Nose,35.016000000000005,33.65686274509804,"['left', 'right']"
Dataset/ThermEval-D/Thermal_33,Chest,32.681931112365895,32.26995666827155,"['left', 'right']"
Dataset/ThermEval-D/Thermal_7,Forehead,31.031884057971013,30.538235294117644,"['left', 'right']"
Dataset/ThermEval-D/Thermal_7,Nose,31.07894736842105,32.24848484848485,"['right', 'left']"
Dataset/ThermEval-D/Thermal_7,Chest,29.120723684210528,28.650651607298,"['left', 'right']"
Dataset/ThermEval-D/Thermal_26,Forehead,32.36181818181819,32.425,"['right', 'left']"
Dataset/ThermEval-D/Thermal_26,Nose,33.86933333333334,34.42916666666667,"['right', 'left']"
Dataset/ThermEval-D/Thermal_234,Nose,33.17407407407407,33.54040404040404,"['right', 'left']"
Dataset/ThermEval-D/Thermal_228,Forehead,33.518490566037734,35.1232044198895,"['right', 'left']"
Dataset/ThermEval-D/Thermal_228,Nose,34.93469387755102,34.101492537313426,"['left', 'right']"
Dataset/ThermEval-D/Thermal_228,Chest,33.03744465528147,32.87170854271356,"['left', 'right']"
Dataset/ThermEval-D/Thermal_23,Forehead,31.1515625,32.74933333333333,"['right', 'left']"
Dataset/ThermEval-D/Thermal_23,Nose,32.4079207920792,33.90317460317461,"['right', 'left']"
Dataset/ThermEval-D/Thermal_23,Chest,32.2082211942809,30.96364836823241,"['left', 'right']"
Dataset/ThermEval-D/Thermal_47,Forehead,32.205653710247354,33.6968253968254,"['right', 'left']"
Dataset/ThermEval-D/Thermal_47,Nose,33.93,34.117999999999995,"['right', 'left']"
Dataset/ThermEval-D/Thermal_47,Chest,29.64436794271551,30.226076636147845,"['right', 'left']"
Dataset/ThermEval-D/Thermal_24,Forehead,33.895789473684204,33.702173913043474,"['left', 'right']"
Dataset/ThermEval-D/Thermal_24,Nose,33.96969696969697,34.68333333333333,"['right', 'left']"
Dataset/ThermEval-D/Thermal_24,Chest,33.36368760064412,32.90311614730878,"['left', 'right']"
Dataset/ThermEval-D/Thermal_2,Nose,32.48270676691728,31.39423076923077,"['left', 'right']"
Dataset/ThermEval-D/Thermal_2,Chest,27.80537414965986,28.15216836734694,"['right', 'left']"
Dataset/ThermEval-D/Thermal_103,Forehead,34.07361111111111,33.380861244019144,"['left', 'right']"
Dataset/ThermEval-D/Thermal_103,Nose,34.464285714285715,34.377272727272725,"['left', 'right']"
Dataset/ThermEval-D/Thermal_103,Chest,31.83244005641749,31.901690573770487,"['right', 'left']"
Dataset/ThermEval-D/Thermal_220,Forehead,31.78737060041408,34.633485193621866,"['right', 'left']"
Dataset/ThermEval-D/Thermal_220,Nose,33.35436893203884,34.71317365269461,"['right', 'left']"
Dataset/ThermEval-D/Thermal_220,Chest,32.10517067003792,30.56259969455286,"['left', 'right']"
Dataset/ThermEval-D/Thermal_202,Forehead,30.88387096774194,33.56956521739131,"['right', 'left']"
Dataset/ThermEval-D/Thermal_202,Chest,31.156840177870784,31.86987595983461,"['right', 'left']"
Dataset/ThermEval-D/Thermal_150,Forehead,33.76503067484663,32.569503546099284,"['left', 'right']"
Dataset/ThermEval-D/Thermal_150,Chest,32.238222923238695,31.624072052401743,"['left', 'right']"
Dataset/ThermEval-D/Thermal_34,Forehead,32.28489583333334,30.84032258064516,"['left', 'right']"
Dataset/ThermEval-D/Thermal_34,Nose,33.905454545454546,32.31739130434782,"['left', 'right']"
Dataset/ThermEval-D/Thermal_34,Chest,31.491059431524548,31.0375350140056,"['left', 'right']"
Dataset/ThermEval-D/Thermal_235,Nose,32.94318181818182,34.16086956521739,"['right', 'left']"
Dataset/ThermEval-D/Thermal_175,Forehead,33.39526066350711,33.65611285266458,"['right', 'left']"
Dataset/ThermEval-D/Thermal_229,Forehead,33.01693811074919,34.619565217391305,"['right', 'left']"
Dataset/ThermEval-D/Thermal_229,Nose,34.44675925925926,33.333928571428565,"['left', 'right']"
Dataset/ThermEval-D/Thermal_229,Chest,32.15773860705073,31.887638580931267,"['left', 'right']"
Dataset/ThermEval-D/Thermal_201,Forehead,31.494444444444444,34.17272727272727,"['right', 'left']"
Dataset/ThermEval-D/Thermal_201,Chest,31.55890688259109,32.134656488549616,"['right', 'left']"
