image_path,ground_truth
Dataset/LLVIP/infrared/train/010089.jpg,5
Dataset/LLVIP/infrared/train/010090.jpg,4
Dataset/LLVIP/infrared/train/010091.jpg,2
Dataset/LLVIP/infrared/train/010092.jpg,4
Dataset/LLVIP/infrared/train/010093.jpg,2
Dataset/LLVIP/infrared/train/010094.jpg,7
Dataset/LLVIP/infrared/train/010095.jpg,3
Dataset/LLVIP/infrared/train/010096.jpg,5
Dataset/LLVIP/infrared/train/010097.jpg,2
Dataset/LLVIP/infrared/train/010098.jpg,2
Dataset/LLVIP/infrared/train/010099.jpg,5
Dataset/LLVIP/infrared/train/010100.jpg,4
Dataset/LLVIP/infrared/train/010101.jpg,2
Dataset/LLVIP/infrared/train/010102.jpg,2
Dataset/LLVIP/infrared/train/010103.jpg,7
Dataset/LLVIP/infrared/train/010104.jpg,3
Dataset/LLVIP/infrared/train/010105.jpg,4
Dataset/LLVIP/infrared/train/010106.jpg,8
Dataset/LLVIP/infrared/train/010107.jpg,4
Dataset/LLVIP/infrared/train/010108.jpg,3
Dataset/LLVIP/infrared/train/010109.jpg,3
Dataset/LLVIP/infrared/train/010110.jpg,5
Dataset/LLVIP/infrared/train/010111.jpg,2
Dataset/LLVIP/infrared/train/010112.jpg,7
Dataset/LLVIP/infrared/train/010113.jpg,3
Dataset/LLVIP/infrared/train/010114.jpg,2
Dataset/LLVIP/infrared/train/010115.jpg,4
Dataset/LLVIP/infrared/train/010116.jpg,4
Dataset/LLVIP/infrared/train/010117.jpg,5
Dataset/LLVIP/infrared/train/010118.jpg,5
Dataset/LLVIP/infrared/train/010119.jpg,4
Dataset/LLVIP/infrared/train/010120.jpg,5
Dataset/LLVIP/infrared/train/010121.jpg,1
Dataset/LLVIP/infrared/train/010122.jpg,2
Dataset/LLVIP/infrared/train/010123.jpg,1
Dataset/LLVIP/infrared/train/010124.jpg,1
Dataset/LLVIP/infrared/train/010125.jpg,7
Dataset/LLVIP/infrared/train/010126.jpg,4
Dataset/LLVIP/infrared/train/010127.jpg,3
Dataset/LLVIP/infrared/train/010128.jpg,6
Dataset/LLVIP/infrared/train/010129.jpg,4
Dataset/LLVIP/infrared/train/010130.jpg,6
Dataset/LLVIP/infrared/train/010131.jpg,5
Dataset/LLVIP/infrared/train/010132.jpg,1
Dataset/LLVIP/infrared/train/010133.jpg,7
Dataset/LLVIP/infrared/train/010134.jpg,3
Dataset/LLVIP/infrared/train/010135.jpg,5
Dataset/LLVIP/infrared/train/010136.jpg,6
Dataset/LLVIP/infrared/train/010137.jpg,2
Dataset/LLVIP/infrared/train/010138.jpg,6
Dataset/LLVIP/infrared/train/010139.jpg,2
Dataset/LLVIP/infrared/train/010140.jpg,3
Dataset/LLVIP/infrared/train/010141.jpg,4
Dataset/LLVIP/infrared/train/010142.jpg,2
Dataset/LLVIP/infrared/train/010143.jpg,3
Dataset/LLVIP/infrared/train/010144.jpg,2
Dataset/LLVIP/infrared/train/010145.jpg,2
Dataset/LLVIP/infrared/train/010146.jpg,5
Dataset/LLVIP/infrared/train/010147.jpg,5
Dataset/LLVIP/infrared/train/010148.jpg,6
Dataset/LLVIP/infrared/train/010149.jpg,3
Dataset/LLVIP/infrared/train/010150.jpg,2
Dataset/LLVIP/infrared/train/010151.jpg,4
Dataset/LLVIP/infrared/train/010152.jpg,2
Dataset/LLVIP/infrared/train/010153.jpg,4
Dataset/LLVIP/infrared/train/010154.jpg,5
Dataset/LLVIP/infrared/train/010155.jpg,2
Dataset/LLVIP/infrared/train/010156.jpg,2
Dataset/LLVIP/infrared/train/010157.jpg,2
Dataset/LLVIP/infrared/train/010158.jpg,6
Dataset/LLVIP/infrared/train/010159.jpg,3
Dataset/LLVIP/infrared/train/010160.jpg,4
Dataset/LLVIP/infrared/train/010161.jpg,4
Dataset/LLVIP/infrared/train/010162.jpg,2
Dataset/LLVIP/infrared/train/010163.jpg,5
Dataset/LLVIP/infrared/train/010164.jpg,2
Dataset/LLVIP/infrared/train/010165.jpg,2
Dataset/LLVIP/infrared/train/010166.jpg,4
Dataset/LLVIP/infrared/train/010167.jpg,4
Dataset/LLVIP/infrared/train/010168.jpg,2
Dataset/LLVIP/infrared/train/010169.jpg,6
Dataset/LLVIP/infrared/train/010170.jpg,3
Dataset/LLVIP/infrared/train/010171.jpg,10
Dataset/LLVIP/infrared/train/010172.jpg,2
Dataset/LLVIP/infrared/train/010173.jpg,5
Dataset/LLVIP/infrared/train/010174.jpg,5
Dataset/LLVIP/infrared/train/010175.jpg,6
Dataset/LLVIP/infrared/train/010176.jpg,5
Dataset/LLVIP/infrared/train/010177.jpg,4
Dataset/LLVIP/infrared/train/010178.jpg,4
Dataset/LLVIP/infrared/train/010179.jpg,3
Dataset/LLVIP/infrared/train/010180.jpg,2
Dataset/LLVIP/infrared/train/010181.jpg,4
Dataset/LLVIP/infrared/train/010182.jpg,8
Dataset/LLVIP/infrared/train/010183.jpg,9
Dataset/LLVIP/infrared/train/010184.jpg,3
Dataset/LLVIP/infrared/train/010185.jpg,5
Dataset/LLVIP/infrared/train/010186.jpg,4
Dataset/LLVIP/infrared/train/010187.jpg,5
Dataset/LLVIP/infrared/train/010188.jpg,4
Dataset/LLVIP/infrared/train/010189.jpg,2
Dataset/LLVIP/infrared/train/010190.jpg,7
Dataset/LLVIP/infrared/train/010191.jpg,3
Dataset/LLVIP/infrared/train/010192.jpg,6
Dataset/LLVIP/infrared/train/010193.jpg,2
Dataset/LLVIP/infrared/train/010194.jpg,6
Dataset/LLVIP/infrared/train/010195.jpg,2
Dataset/LLVIP/infrared/train/010196.jpg,1
Dataset/LLVIP/infrared/train/010197.jpg,2
Dataset/LLVIP/infrared/train/010198.jpg,4
Dataset/LLVIP/infrared/train/010199.jpg,3
Dataset/LLVIP/infrared/train/010200.jpg,5
Dataset/LLVIP/infrared/train/010201.jpg,3
Dataset/LLVIP/infrared/train/010202.jpg,3
Dataset/LLVIP/infrared/train/010203.jpg,3
Dataset/LLVIP/infrared/train/010204.jpg,5
Dataset/LLVIP/infrared/train/010205.jpg,3
Dataset/LLVIP/infrared/train/010206.jpg,1
Dataset/LLVIP/infrared/train/010207.jpg,2
Dataset/LLVIP/infrared/train/010208.jpg,5
Dataset/LLVIP/infrared/train/010209.jpg,6
Dataset/LLVIP/infrared/train/010210.jpg,6
Dataset/LLVIP/infrared/train/010211.jpg,5
Dataset/LLVIP/infrared/train/010212.jpg,3
Dataset/LLVIP/infrared/train/010213.jpg,6
Dataset/LLVIP/infrared/train/010214.jpg,7
Dataset/LLVIP/infrared/train/010215.jpg,5
Dataset/LLVIP/infrared/train/010216.jpg,6
Dataset/LLVIP/infrared/train/010217.jpg,2
Dataset/LLVIP/infrared/train/010218.jpg,4
Dataset/LLVIP/infrared/train/010219.jpg,4
Dataset/LLVIP/infrared/train/010220.jpg,7
Dataset/LLVIP/infrared/train/010221.jpg,6
Dataset/LLVIP/infrared/train/010222.jpg,9
Dataset/LLVIP/infrared/train/010223.jpg,8
Dataset/LLVIP/infrared/train/010224.jpg,4
Dataset/LLVIP/infrared/train/010225.jpg,2
Dataset/LLVIP/infrared/train/010226.jpg,6
Dataset/LLVIP/infrared/train/010227.jpg,5
Dataset/LLVIP/infrared/train/010228.jpg,3
Dataset/LLVIP/infrared/train/010229.jpg,5
Dataset/LLVIP/infrared/train/010230.jpg,6
Dataset/LLVIP/infrared/train/010231.jpg,2
Dataset/LLVIP/infrared/train/010232.jpg,4
Dataset/LLVIP/infrared/train/010233.jpg,4
Dataset/LLVIP/infrared/train/010234.jpg,2
Dataset/LLVIP/infrared/train/010235.jpg,3
Dataset/LLVIP/infrared/train/010236.jpg,3
Dataset/LLVIP/infrared/train/010237.jpg,3
Dataset/LLVIP/infrared/train/010238.jpg,3
Dataset/LLVIP/infrared/train/010239.jpg,5
Dataset/LLVIP/infrared/train/010240.jpg,4
Dataset/LLVIP/infrared/train/010241.jpg,3
Dataset/LLVIP/infrared/train/010242.jpg,3
Dataset/LLVIP/infrared/train/010243.jpg,1
Dataset/LLVIP/infrared/train/010244.jpg,4
Dataset/LLVIP/infrared/train/010245.jpg,2
Dataset/LLVIP/infrared/train/010246.jpg,2
Dataset/LLVIP/infrared/train/010247.jpg,6
Dataset/LLVIP/infrared/train/010248.jpg,3
Dataset/LLVIP/infrared/train/010249.jpg,7
Dataset/LLVIP/infrared/train/010250.jpg,3
Dataset/LLVIP/infrared/train/010251.jpg,4
Dataset/LLVIP/infrared/train/010252.jpg,5
Dataset/LLVIP/infrared/train/010253.jpg,5
Dataset/LLVIP/infrared/train/010254.jpg,4
Dataset/LLVIP/infrared/train/010256.jpg,5
Dataset/LLVIP/infrared/train/010257.jpg,6
Dataset/LLVIP/infrared/train/010258.jpg,5
Dataset/LLVIP/infrared/train/010259.jpg,7
Dataset/LLVIP/infrared/train/010260.jpg,6
Dataset/LLVIP/infrared/train/010261.jpg,5
Dataset/LLVIP/infrared/train/010262.jpg,2
Dataset/LLVIP/infrared/train/010263.jpg,5
Dataset/LLVIP/infrared/train/010264.jpg,3
Dataset/LLVIP/infrared/train/010265.jpg,10
Dataset/LLVIP/infrared/train/010266.jpg,3
Dataset/LLVIP/infrared/train/010267.jpg,2
Dataset/LLVIP/infrared/train/010268.jpg,3
Dataset/LLVIP/infrared/train/010269.jpg,5
Dataset/LLVIP/infrared/train/010270.jpg,3
Dataset/LLVIP/infrared/train/010271.jpg,6
Dataset/LLVIP/infrared/train/010272.jpg,2
Dataset/LLVIP/infrared/train/010273.jpg,4
Dataset/LLVIP/infrared/train/010274.jpg,7
Dataset/LLVIP/infrared/train/010275.jpg,5
Dataset/LLVIP/infrared/train/010276.jpg,2
Dataset/LLVIP/infrared/train/010277.jpg,4
Dataset/LLVIP/infrared/train/010278.jpg,4
Dataset/LLVIP/infrared/train/010279.jpg,6
Dataset/LLVIP/infrared/train/010280.jpg,3
Dataset/LLVIP/infrared/train/010281.jpg,4
Dataset/LLVIP/infrared/train/010282.jpg,5
Dataset/LLVIP/infrared/train/010283.jpg,2
Dataset/LLVIP/infrared/train/010284.jpg,2
Dataset/LLVIP/infrared/train/010285.jpg,3
Dataset/LLVIP/infrared/train/010286.jpg,6
Dataset/LLVIP/infrared/train/010287.jpg,7
Dataset/LLVIP/infrared/train/010288.jpg,5
Dataset/LLVIP/infrared/train/010289.jpg,3
Dataset/LLVIP/infrared/train/010290.jpg,3
Dataset/LLVIP/infrared/train/010291.jpg,3
Dataset/LLVIP/infrared/train/010292.jpg,9
Dataset/LLVIP/infrared/train/010293.jpg,2
Dataset/LLVIP/infrared/train/010294.jpg,6
Dataset/LLVIP/infrared/train/010295.jpg,3
Dataset/LLVIP/infrared/train/010296.jpg,7
Dataset/LLVIP/infrared/train/010297.jpg,4
Dataset/LLVIP/infrared/train/010298.jpg,3
Dataset/LLVIP/infrared/train/010299.jpg,4
Dataset/LLVIP/infrared/train/010300.jpg,1
Dataset/LLVIP/infrared/train/010301.jpg,2
Dataset/LLVIP/infrared/train/010302.jpg,5
Dataset/LLVIP/infrared/train/010303.jpg,4
Dataset/LLVIP/infrared/train/010304.jpg,3
Dataset/LLVIP/infrared/train/010305.jpg,2
Dataset/LLVIP/infrared/train/010306.jpg,2
Dataset/LLVIP/infrared/train/010307.jpg,2
Dataset/LLVIP/infrared/train/010308.jpg,5
Dataset/LLVIP/infrared/train/010309.jpg,6
Dataset/LLVIP/infrared/train/010310.jpg,7
Dataset/LLVIP/infrared/train/010311.jpg,1
Dataset/LLVIP/infrared/train/010312.jpg,2
Dataset/LLVIP/infrared/train/010313.jpg,6
Dataset/LLVIP/infrared/train/010314.jpg,6
Dataset/LLVIP/infrared/train/010315.jpg,7
Dataset/LLVIP/infrared/train/010316.jpg,3
Dataset/LLVIP/infrared/train/010317.jpg,1
Dataset/LLVIP/infrared/train/010318.jpg,7
Dataset/LLVIP/infrared/train/010319.jpg,4
Dataset/LLVIP/infrared/train/010320.jpg,4
Dataset/LLVIP/infrared/train/010321.jpg,3
Dataset/LLVIP/infrared/train/010322.jpg,6
Dataset/LLVIP/infrared/train/010323.jpg,6
Dataset/LLVIP/infrared/train/010324.jpg,4
Dataset/LLVIP/infrared/train/010325.jpg,2
Dataset/LLVIP/infrared/train/010326.jpg,3
Dataset/LLVIP/infrared/train/010327.jpg,5
Dataset/LLVIP/infrared/train/010328.jpg,5
Dataset/LLVIP/infrared/train/010329.jpg,8
Dataset/LLVIP/infrared/train/010330.jpg,6
Dataset/LLVIP/infrared/train/010331.jpg,4
Dataset/LLVIP/infrared/train/010332.jpg,2
Dataset/LLVIP/infrared/train/010333.jpg,7
Dataset/LLVIP/infrared/train/010334.jpg,5
Dataset/LLVIP/infrared/train/010335.jpg,2
Dataset/LLVIP/infrared/train/010336.jpg,2
Dataset/LLVIP/infrared/train/010337.jpg,6
Dataset/LLVIP/infrared/train/010338.jpg,7
Dataset/LLVIP/infrared/train/010339.jpg,4
Dataset/LLVIP/infrared/train/010340.jpg,4
Dataset/LLVIP/infrared/train/010341.jpg,2
Dataset/LLVIP/infrared/train/010342.jpg,2
Dataset/LLVIP/infrared/train/010343.jpg,4
Dataset/LLVIP/infrared/train/010344.jpg,2
Dataset/LLVIP/infrared/train/010345.jpg,6
Dataset/LLVIP/infrared/train/010346.jpg,5
Dataset/LLVIP/infrared/train/010347.jpg,5
Dataset/LLVIP/infrared/train/010348.jpg,3
Dataset/LLVIP/infrared/train/010349.jpg,3
Dataset/LLVIP/infrared/train/010350.jpg,2
Dataset/LLVIP/infrared/train/010351.jpg,8
Dataset/LLVIP/infrared/train/010352.jpg,3
Dataset/LLVIP/infrared/train/010353.jpg,5
Dataset/LLVIP/infrared/train/010354.jpg,4
Dataset/LLVIP/infrared/train/010355.jpg,5
Dataset/LLVIP/infrared/train/010356.jpg,5
Dataset/LLVIP/infrared/train/010357.jpg,5
Dataset/LLVIP/infrared/train/010358.jpg,9
Dataset/LLVIP/infrared/train/010359.jpg,5
Dataset/LLVIP/infrared/train/010360.jpg,6
Dataset/LLVIP/infrared/train/010361.jpg,6
Dataset/LLVIP/infrared/train/010362.jpg,1
Dataset/LLVIP/infrared/train/010363.jpg,4
Dataset/LLVIP/infrared/train/010364.jpg,5
Dataset/LLVIP/infrared/train/010365.jpg,5
Dataset/LLVIP/infrared/train/010366.jpg,8
Dataset/LLVIP/infrared/train/010367.jpg,7
Dataset/LLVIP/infrared/train/010368.jpg,3
Dataset/LLVIP/infrared/train/010369.jpg,5
Dataset/LLVIP/infrared/train/010370.jpg,3
Dataset/LLVIP/infrared/train/010371.jpg,3
Dataset/LLVIP/infrared/train/010372.jpg,6
Dataset/LLVIP/infrared/train/010373.jpg,4
Dataset/LLVIP/infrared/train/010374.jpg,6
Dataset/LLVIP/infrared/train/010375.jpg,2
Dataset/LLVIP/infrared/train/010376.jpg,2
Dataset/LLVIP/infrared/train/010377.jpg,2
Dataset/LLVIP/infrared/train/010378.jpg,4
Dataset/LLVIP/infrared/train/010379.jpg,6
Dataset/LLVIP/infrared/train/010380.jpg,9
Dataset/LLVIP/infrared/train/010381.jpg,1
Dataset/LLVIP/infrared/train/010382.jpg,3
Dataset/LLVIP/infrared/train/010383.jpg,6
Dataset/LLVIP/infrared/train/010384.jpg,4
Dataset/LLVIP/infrared/train/010385.jpg,3
Dataset/LLVIP/infrared/train/010386.jpg,5
Dataset/LLVIP/infrared/train/010387.jpg,3
Dataset/LLVIP/infrared/train/010388.jpg,3
Dataset/LLVIP/infrared/train/010389.jpg,4
Dataset/LLVIP/infrared/train/010390.jpg,4
Dataset/LLVIP/infrared/train/010391.jpg,2
Dataset/LLVIP/infrared/train/010392.jpg,3
Dataset/LLVIP/infrared/train/010393.jpg,2
Dataset/LLVIP/infrared/train/010394.jpg,1
Dataset/LLVIP/infrared/train/010395.jpg,4
Dataset/LLVIP/infrared/train/010396.jpg,12
Dataset/LLVIP/infrared/train/010397.jpg,2
Dataset/LLVIP/infrared/train/010398.jpg,6
Dataset/LLVIP/infrared/train/010399.jpg,2
Dataset/LLVIP/infrared/train/010400.jpg,5
Dataset/LLVIP/infrared/train/010401.jpg,5
Dataset/LLVIP/infrared/train/010402.jpg,6
Dataset/LLVIP/infrared/train/010403.jpg,1
Dataset/LLVIP/infrared/train/010404.jpg,6
Dataset/LLVIP/infrared/train/010405.jpg,2
Dataset/LLVIP/infrared/train/010406.jpg,2
Dataset/LLVIP/infrared/train/010407.jpg,5
Dataset/LLVIP/infrared/train/010408.jpg,2
Dataset/LLVIP/infrared/train/010409.jpg,7
Dataset/LLVIP/infrared/train/010410.jpg,6
Dataset/LLVIP/infrared/train/010411.jpg,2
Dataset/LLVIP/infrared/train/010412.jpg,3
Dataset/LLVIP/infrared/train/010413.jpg,3
Dataset/LLVIP/infrared/train/010414.jpg,7
Dataset/LLVIP/infrared/train/010415.jpg,6
Dataset/LLVIP/infrared/train/010416.jpg,3
Dataset/LLVIP/infrared/train/010417.jpg,5
Dataset/LLVIP/infrared/train/010418.jpg,5
Dataset/LLVIP/infrared/train/010419.jpg,4
Dataset/LLVIP/infrared/train/010420.jpg,4
Dataset/LLVIP/infrared/train/010421.jpg,6
Dataset/LLVIP/infrared/train/010422.jpg,2
Dataset/LLVIP/infrared/train/010423.jpg,3
Dataset/LLVIP/infrared/train/010424.jpg,7
Dataset/LLVIP/infrared/train/010425.jpg,5
Dataset/LLVIP/infrared/train/010426.jpg,2
Dataset/LLVIP/infrared/train/010427.jpg,2
Dataset/LLVIP/infrared/train/010428.jpg,3
Dataset/LLVIP/infrared/train/010429.jpg,5
Dataset/LLVIP/infrared/train/010430.jpg,2
Dataset/LLVIP/infrared/train/010431.jpg,3
Dataset/LLVIP/infrared/train/010432.jpg,3
Dataset/LLVIP/infrared/train/010433.jpg,4
Dataset/LLVIP/infrared/train/010434.jpg,8
Dataset/LLVIP/infrared/train/010435.jpg,3
Dataset/LLVIP/infrared/train/010436.jpg,3
Dataset/LLVIP/infrared/train/010437.jpg,5
Dataset/LLVIP/infrared/train/010438.jpg,4
Dataset/LLVIP/infrared/train/010439.jpg,5
Dataset/LLVIP/infrared/train/010440.jpg,5
Dataset/LLVIP/infrared/train/010441.jpg,3
Dataset/LLVIP/infrared/train/010442.jpg,4
Dataset/LLVIP/infrared/train/010443.jpg,4
Dataset/LLVIP/infrared/train/010444.jpg,3
Dataset/LLVIP/infrared/train/010445.jpg,4
Dataset/LLVIP/infrared/train/010446.jpg,5
Dataset/LLVIP/infrared/train/010447.jpg,2
Dataset/LLVIP/infrared/train/010448.jpg,5
Dataset/LLVIP/infrared/train/010449.jpg,4
Dataset/LLVIP/infrared/train/010450.jpg,4
Dataset/LLVIP/infrared/train/010451.jpg,8
Dataset/LLVIP/infrared/train/010452.jpg,10
Dataset/LLVIP/infrared/train/010453.jpg,5
Dataset/LLVIP/infrared/train/010454.jpg,8
Dataset/LLVIP/infrared/train/010455.jpg,1
Dataset/LLVIP/infrared/train/010456.jpg,4
Dataset/LLVIP/infrared/train/010457.jpg,3
Dataset/LLVIP/infrared/train/010458.jpg,3
Dataset/LLVIP/infrared/train/010459.jpg,2
Dataset/LLVIP/infrared/train/010460.jpg,3
Dataset/LLVIP/infrared/train/010461.jpg,5
Dataset/LLVIP/infrared/train/010462.jpg,4
Dataset/LLVIP/infrared/train/010463.jpg,3
Dataset/LLVIP/infrared/train/010464.jpg,4
Dataset/LLVIP/infrared/train/010465.jpg,4
Dataset/LLVIP/infrared/train/010466.jpg,2
Dataset/LLVIP/infrared/train/010467.jpg,6
Dataset/LLVIP/infrared/train/010468.jpg,3
Dataset/LLVIP/infrared/train/010469.jpg,1
Dataset/LLVIP/infrared/train/010470.jpg,3
Dataset/LLVIP/infrared/train/010471.jpg,6
Dataset/LLVIP/infrared/train/010472.jpg,5
Dataset/LLVIP/infrared/train/010473.jpg,3
Dataset/LLVIP/infrared/train/010474.jpg,7
Dataset/LLVIP/infrared/train/010475.jpg,6
Dataset/LLVIP/infrared/train/010476.jpg,9
Dataset/LLVIP/infrared/train/010477.jpg,4
Dataset/LLVIP/infrared/train/010478.jpg,5
Dataset/LLVIP/infrared/train/010479.jpg,5
Dataset/LLVIP/infrared/train/010480.jpg,3
Dataset/LLVIP/infrared/train/010481.jpg,3
Dataset/LLVIP/infrared/train/010482.jpg,6
Dataset/LLVIP/infrared/train/010483.jpg,3
Dataset/LLVIP/infrared/train/010484.jpg,5
Dataset/LLVIP/infrared/train/010485.jpg,2
Dataset/LLVIP/infrared/train/010486.jpg,2
Dataset/LLVIP/infrared/train/010487.jpg,8
Dataset/LLVIP/infrared/train/010488.jpg,3
Dataset/LLVIP/infrared/train/010489.jpg,1
Dataset/LLVIP/infrared/train/010490.jpg,8
Dataset/LLVIP/infrared/train/010491.jpg,5
Dataset/LLVIP/infrared/train/010492.jpg,3
Dataset/LLVIP/infrared/train/010493.jpg,3
Dataset/LLVIP/infrared/train/010494.jpg,3
Dataset/LLVIP/infrared/train/010495.jpg,3
Dataset/LLVIP/infrared/train/010496.jpg,6
Dataset/LLVIP/infrared/train/010497.jpg,2
Dataset/LLVIP/infrared/train/010498.jpg,5
Dataset/LLVIP/infrared/train/010499.jpg,2
Dataset/LLVIP/infrared/train/010500.jpg,7
Dataset/LLVIP/infrared/train/010501.jpg,4
Dataset/LLVIP/infrared/train/010502.jpg,4
Dataset/LLVIP/infrared/train/010503.jpg,3
Dataset/LLVIP/infrared/train/010504.jpg,4
Dataset/LLVIP/infrared/train/010505.jpg,3
Dataset/LLVIP/infrared/train/010506.jpg,2
Dataset/LLVIP/infrared/train/010507.jpg,4
Dataset/LLVIP/infrared/train/010508.jpg,5
Dataset/LLVIP/infrared/train/010509.jpg,3
Dataset/LLVIP/infrared/train/010510.jpg,7
Dataset/LLVIP/infrared/train/010511.jpg,6
Dataset/LLVIP/infrared/train/010512.jpg,7
Dataset/LLVIP/infrared/train/010513.jpg,4
Dataset/LLVIP/infrared/train/010514.jpg,4
Dataset/LLVIP/infrared/train/010515.jpg,5
Dataset/LLVIP/infrared/train/010516.jpg,4
Dataset/LLVIP/infrared/train/010517.jpg,4
Dataset/LLVIP/infrared/train/010518.jpg,3
Dataset/LLVIP/infrared/train/010519.jpg,4
Dataset/LLVIP/infrared/train/010520.jpg,3
Dataset/LLVIP/infrared/train/010521.jpg,4
Dataset/LLVIP/infrared/train/010522.jpg,5
Dataset/LLVIP/infrared/train/010523.jpg,2
Dataset/LLVIP/infrared/train/010524.jpg,6
Dataset/LLVIP/infrared/train/010525.jpg,6
Dataset/LLVIP/infrared/train/010526.jpg,3
Dataset/LLVIP/infrared/train/010527.jpg,1
Dataset/LLVIP/infrared/train/010528.jpg,4
Dataset/LLVIP/infrared/train/010529.jpg,7
Dataset/LLVIP/infrared/train/010530.jpg,5
Dataset/LLVIP/infrared/train/010531.jpg,2
Dataset/LLVIP/infrared/train/010532.jpg,5
Dataset/LLVIP/infrared/train/010533.jpg,2
Dataset/LLVIP/infrared/train/010534.jpg,2
Dataset/LLVIP/infrared/train/010535.jpg,5
Dataset/LLVIP/infrared/train/010536.jpg,4
Dataset/LLVIP/infrared/train/010537.jpg,3
Dataset/LLVIP/infrared/train/010538.jpg,6
